paper_id,source_pdf,uploaded_pdf,batch_id,data_id,status,affiliations,raw_first_page_text,ocr_fallback_used,ocr_image_paths,ocr_transcribed_text,error,affiliation_details_json
2024.emnlp-main.100,,,,2024.emnlp-main.100,done,Northeastern University | Harvard University,"# Rethinking Token Reduction for State Space Models

Zheng Zhan $^{1*}$ , Yushu Wu $^{1*}$ , Zhenglun Kong $^{12*}$ , Changdi Yang $^{1}$ , Yifan Gong $^{1}$ , Xuan Shen $^{1}$ , Xue Lin $^{1}$ , Pu Zhao $^{1}$ , Yanzhi Wang $^{1}$

$^{1}$ Northeastern University, $^{2}$ Harvard University {zhan.zhe, wu.yushu, p.zhao, yanz.wang}@northeastern.edu",false,,,,"[{""raw_affiliation_text"": ""Northeastern University"", ""institution"": ""Northeastern University"", ""country"": null}, {""raw_affiliation_text"": ""Harvard University"", ""institution"": ""Harvard University"", ""country"": null}]"
2024.emnlp-main.1002,,,,2024.emnlp-main.1002,done,Fondazione Bruno Kessler | University of Groningen,"# What the Harm? Quantifying the Tangible Impact of Gender Bias in Machine Translation with a Human-centered Study

Beatrice Savoldi, Sara Papi, Matteo Negri, Ana Guerberof Arenas, Luisa Bentivogli

Fondazione Bruno Kessler, Italy  
\*University of Groningen, Netherlands {bsavoldi, spapi, negri, bentivo}@fbk.eu a.guerberof.arenas@rug.nl",false,,,,"[{""raw_affiliation_text"": ""Fondazione Bruno Kessler, Italy"", ""institution"": ""Fondazione Bruno Kessler"", ""country"": ""Italy""}, {""raw_affiliation_text"": ""University of Groningen, Netherlands"", ""institution"": ""University of Groningen"", ""country"": ""Netherlands""}]"
2024.emnlp-main.1001,,,,2024.emnlp-main.1001,done,Inria,"# Tree of Problems: Improving structured problem solving with compositionality

Armel Zebaze, Benoit Sagot, Rachel Bawden

Inria, Paris, France

{firstname这个名字}@inria.fr",false,,,,"[{""raw_affiliation_text"": ""Inria, Paris, France"", ""institution"": ""Inria"", ""country"": ""France""}]"
2024.emnlp-main.1,,,,2024.emnlp-main.1,done,Chung-Ang University,"# UNIGEN: Universal Domain Generalization for Sentiment Classification via Zero-shot Dataset Generation

Juhwan Choi $^{1}$ , Yeonghwa Kim $^{1}$ , Seunguk Yu $^{1}$ , Jungmin Yun $^{1}$ and YoungBin Kim $^{1,2}$

$^{1}$ Department of Artificial Intelligence, Chung-Ang University $^{2}$ Graduate School of Advanced Imaging Sciences, Multimedia and Film, Chung-Ang University {gold5230, movie112, bokju128, cocoro357, ybkim85}@cau.ac.kr",false,,,,"[{""raw_affiliation_text"": ""Department of Artificial Intelligence, Chung-Ang University"", ""institution"": ""Chung-Ang University"", ""country"": null}]"
2024.emnlp-main.1000,,,,2024.emnlp-main.1000,done,Quantinuum,"# Quantum Recurrent Architectures for Text Classification

Wenduan Xu, Stephen Clark, Douglas Brown, Gabriel Matos, and Konstantinos Meichanetzidis

Quantinuum 17 Beaumont Street, Oxford, UK

{wenduan.xu,steve.clark,douglas.brown,gabriel.matos,kmei}@quantinuum.com",false,,,,"[{""raw_affiliation_text"": ""Quantinuum 17 Beaumont Street, Oxford, UK"", ""institution"": ""Quantinuum"", ""country"": ""UK""}]"
2024.emnlp-main.10,,,,2024.emnlp-main.10,done,Bielefeld University | LMU Munich,"# Hateful Word in Context Classification

Sanne Hoeken<sup>1</sup>, Sina Zarrieß<sup>1</sup> and Özge Alaçam<sup>1,2</sup>

<sup>1</sup>Computational Linguistics, Department of Linguistics, Bielefeld University, Germany

$^{2}$ Center for Information and Language Processing, LMU Munich, Germany {sanne.hoeken, sina.zarriess, oezge.alacam}@uni-bielefeld.de",false,,,,"[{""raw_affiliation_text"": ""Computational Linguistics, Department of Linguistics, Bielefeld University, Germany"", ""institution"": ""Bielefeld University"", ""country"": ""Germany""}, {""raw_affiliation_text"": ""Center for Information and Language Processing, LMU Munich, Germany"", ""institution"": ""LMU Munich"", ""country"": ""Germany""}]"
2024.emnlp-main.1003,,,,2024.emnlp-main.1003,done,Chinese Academy of Sciences | University of Chinese Academy of Sciences | Tencent Inc.,"# SEG2ACT: Global Context-aware Action Generation for Document Logical Structuring

Zichao Li $^{1,2,*}$ , Shaojie He $^{1,2,*}$ , Meng Liao $^{3,\dagger}$ , Xuanang Chen $^{1}$ , Yaojie Lu $^{1,\dagger}$ , Hongyu Lin $^{1}$ , Yanxiong Lu $^{3}$ , Xianpei Han $^{1}$ , Le Sun $^{1}$

$^{1}$ Chinese Information Processing Laboratory, Institute of Software, Chinese Academy of Sciences, Beijing, China

$^{2}$ University of Chinese Academy of Sciences, Beijing, China

$^{3}$ Search Team, WeChat, Tencent Inc., China

{lizichao2022,heshaojie2020,chenxuanang,luyaojie}@iscas.ac.cn {hongyu,xianpei,sunle}@iscas.ac.cn {maricoliao,alanlu}@tencent.com",false,,,,"[{""raw_affiliation_text"": ""Chinese Information Processing Laboratory, Institute of Software, Chinese Academy of Sciences, Beijing, China"", ""institution"": ""Chinese Academy of Sciences"", ""country"": ""China""}, {""raw_affiliation_text"": ""University of Chinese Academy of Sciences, Beijing, China"", ""institution"": ""University of Chinese Academy of Sciences"", ""country"": ""China""}, {""raw_affiliation_text"": ""Search Team, WeChat, Tencent Inc., China"", ""institution"": ""Tencent Inc."", ""country"": ""China""}]"
2024.emnlp-main.1004,,,,2024.emnlp-main.1004,done,University of Washington | University of Surrey | The University of Texas at Austin | The University of North Carolina at Chapel Hill | Sun Yat-sen University | University of Oxford,"# Is C4 Dataset Optimal for Pruning? An Investigation of Calibration Data for LLM Pruning

Abhinav Bandari $^{1,3*}$ , Lu Yin $^{2}$ , Cheng-Yu Hsieh $^{1}$ , Ajay Kumar Jaiswal $^{3}$ , Tianlong Chen $^{4}$ , Li Shen $^{5}$ , Ranjay Krishna $^{1}$ , Shiwei Liu $^{6}$

<sup>1</sup> University of Washington <sup>2</sup> University of Surrey <sup>3</sup> The University of Texas at Austin

<sup>4</sup> The University of North Carolina at Chapel Hill <sup>5</sup> Sun Yat-sen University <sup>6</sup> University of Oxford",false,,,,"[{""raw_affiliation_text"": ""University of Washington"", ""institution"": ""University of Washington"", ""country"": null}, {""raw_affiliation_text"": ""University of Surrey"", ""institution"": ""University of Surrey"", ""country"": null}, {""raw_affiliation_text"": ""The University of Texas at Austin"", ""institution"": ""The University of Texas at Austin"", ""country"": null}, {""raw_affiliation_text"": ""The University of North Carolina at Chapel Hill"", ""institution"": ""The University of North Carolina at Chapel Hill"", ""country"": null}, {""raw_affiliation_text"": ""Sun Yat-sen University"", ""institution"": ""Sun Yat-sen University"", ""country"": null}, {""raw_affiliation_text"": ""University of Oxford"", ""institution"": ""University of Oxford"", ""country"": null}]"
2024.emnlp-main.1007,,,,2024.emnlp-main.1007,done,Stanford University,"# Calibrating Language Models with Adaptive Temperature Scaling

Johnathan Xie*, Annie S. Chen*, Yoonho Lee, Eric Mitchell, Chelsea Finn

Stanford University

jwxie@stanford.edu, asc8@stanford.edu",false,,,,"[{""raw_affiliation_text"": ""Stanford University"", ""institution"": ""Stanford University"", ""country"": null}]"
2024.emnlp-main.1006,,,,2024.emnlp-main.1006,done,Singapore Management University | National University of Singapore,"# A Survey of Ontology Expansion for Conversational Understanding

Jinggui Liang $^{1}$ , Yuxia Wu $^{1}$ , Yuan Fang $^{1}$ , Hao Fei $^{2}$ , Lizi Liao $^{1}$ \ $^{1}$ Singapore Management University, $^{2}$ National University of Singapore\
jg.liang.2023@phdcs.smu.edu.sg yieshah2017@gmail.com\
yfang@smu.edu.sg haofei37@nus.edu.sg lzliao@smu.edu.sg",false,,,,"[{""raw_affiliation_text"": ""Singapore Management University"", ""institution"": ""Singapore Management University"", ""country"": ""null""}, {""raw_affiliation_text"": ""National University of Singapore"", ""institution"": ""National University of Singapore"", ""country"": ""null""}]"
