paper_id,source_pdf,uploaded_pdf,batch_id,data_id,status,affiliations,raw_first_page_text,ocr_fallback_used,ocr_image_paths,ocr_transcribed_text,error,affiliation_details_json
2021.naacl-main.1,,,,2021.naacl-main.1,done,ETH Zurich | Google Research,"# KNOWLEDGE ROUTER: Learning Disentangled Representations for Knowledge Graphs

Shuai Zhang $^{1}$ , Xi Rao $^{1}$ , Yi Tay $^{2}$ and Ce Zhang $^{1}$

$^{1}$ ETH Zurich, Switzerland

2Google Research, USA",false,,,,"[{""raw_affiliation_text"": ""ETH Zurich, Switzerland"", ""institution"": ""ETH Zurich"", ""country"": ""Switzerland""}, {""raw_affiliation_text"": ""Google Research, USA"", ""institution"": ""Google Research"", ""country"": ""USA""}]"
2021.naacl-main.100,,,,2021.naacl-main.100,done,Facebook AI | University of Washington,"# RECONSIDER: Improved Re-Ranking using Span-Focused Cross-Attention for Open Domain Question Answering

Srinivasan Iyer† Sewon Min‡* Yashar Mehdad† Wen-tau Yih†

†Facebook AI ‡University of Washington

{sviyer, mehdad, scottyih}@fb.com sewon@cs.washington.edu",false,,,,"[{""raw_affiliation_text"": ""Facebook AI"", ""institution"": ""Facebook AI"", ""country"": null}, {""raw_affiliation_text"": ""University of Washington"", ""institution"": ""University of Washington"", ""country"": null}]"
2021.naacl-main.10,,,,2021.naacl-main.10,done,ETH Zurich | University of Zurich | University of Potsdam | Vrije Universiteit Amsterdam,"# Multilingual Language Models Predict Human Reading Behavior

Nora Hollenstein $^{1}$ , Federico Pirovano $^{1}$ , Ce Zhang $^{1}$ , Lena Jäger $^{2,3}$ , Lisa Beinborn $^{4}$

ETH Zurich

2 University of Zurich

<sup>3</sup> University of Potsdam

$^{4}$ Vrije Universiteit Amsterdam

{noraho,fpirovan,ce.zhang}@inf.ethz.ch,

jaeger@cl.uzh.ch, l.beinborn@vu.nl",false,,,,"[{""raw_affiliation_text"": ""ETH Zurich"", ""institution"": ""ETH Zurich"", ""country"": null}, {""raw_affiliation_text"": ""University of Zurich"", ""institution"": ""University of Zurich"", ""country"": null}, {""raw_affiliation_text"": ""University of Potsdam"", ""institution"": ""University of Potsdam"", ""country"": null}, {""raw_affiliation_text"": ""Vrije Universiteit Amsterdam"", ""institution"": ""Vrije Universiteit Amsterdam"", ""country"": null}]"
2021.naacl-main.102,,,,2021.naacl-main.102,done,Université de Montréal | Mc Gill University | Element AI | Microsoft Research,"# Understanding by Understanding Not: Modeling Negation in Language Models

# Arian Hosseini

Mila/Université de Montréal

Montréal, Canada

arian.hosseini9@gmail.com

# Siva Reddy

Mila/McGill University

Montréal, Canada

# Dzmitry Bahdanau

Element AI

a ServiceNow Company

Montréal, Canada

# R Devon Hjelm

Mila/Université de Montréal

and Microsoft Research

Montréal, Canada

# Alessandro Sordoni

Microsoft Research

Montréal, Canada

# Aaron Courville

Mila/Université de Montréal

Montréal, Canada",false,,,,"[{""raw_affiliation_text"": ""Mila/Université de Montréal Montréal, Canada"", ""institution"": ""Université de Montréal"", ""country"": ""Canada""}, {""raw_affiliation_text"": ""Mila/McGill University Montréal, Canada"", ""institution"": ""Mc Gill University"", ""country"": ""Canada""}, {""raw_affiliation_text"": ""Element AI a ServiceNow Company Montréal, Canada"", ""institution"": ""Element AI"", ""country"": ""Canada""}, {""raw_affiliation_text"": ""Microsoft Research Montréal, Canada"", ""institution"": ""Microsoft Research"", ""country"": ""Canada""}]"
2021.naacl-main.101,,,,2021.naacl-main.101,done,Apple Inc.,"# On the Transferability of Minimal Prediction Preserving Inputs in Question Answering

Shayne Longpre*

Apple Inc.

slongpre@apple.com

Yi Lu*

Apple Inc.

ylu7@apple.com

Christopher DuBois

Apple Inc.

cdubois@apple.com",false,,,,"[{""raw_affiliation_text"": ""Apple Inc."", ""institution"": ""Apple Inc."", ""country"": null}]"
2021.naacl-main.103,,,,2021.naacl-main.103,done,Element AI,"# DuoRAT: Towards Simpler Text-to-SQL Models

# Torsten Scholak*, Raymond Li*, Dzmitry Bahdanau, Harm de Vries, Chris Pal Element AI, a ServiceNow company",false,,,,"[{""raw_affiliation_text"": ""Element AI, a ServiceNow company"", ""institution"": ""Element AI"", ""country"": null}]"
2021.naacl-main.105,,,,2021.naacl-main.105,done,The Ohio State University | Microsoft Research,"# Structure-Grounded Pretraining for Text-to-SQL

Xiang Deng $^{*1}$ , Ahmed Hassan Awadallah $^{2}$ , Christopher Meek $^{2}$ , Oleksandr Polozov $^{2}$ , Huan Sun $^{1}$ , and Matthew Richardson $^{2}$

<sup>1</sup>The Ohio State University

{deng.595,sun.397}@osu.edu

2Microsoft Research, Redmond

{hassanam,meek,polozov,matri}@microsoft.com",false,,,,"[{""raw_affiliation_text"": ""The Ohio State University"", ""institution"": ""The Ohio State University"", ""country"": null}, {""raw_affiliation_text"": ""Microsoft Research, Redmond"", ""institution"": ""Microsoft Research"", ""country"": null}]"
2021.naacl-main.104,,,,2021.naacl-main.104,done,University of Massachusetts Amherst | IBM Research,"# Looking Beyond Sentence-Level Natural Language Inference for Question Answering and Text Summarization

Anshuman Mishra, Dhruvesh Patel, Aparna Vijayakumar, Xiang Lorraine Li  
College of Information and Computer Sciences,  
University of Massachusetts Amherst

# Pavan Kapanipathi, Kartik Talamadupula IBM Research",false,,,,"[{""raw_affiliation_text"": ""College of Information and Computer Sciences, University of Massachusetts Amherst"", ""institution"": ""University of Massachusetts Amherst"", ""country"": null}, {""raw_affiliation_text"": ""IBM Research"", ""institution"": ""IBM Research"", ""country"": null}]"
2021.naacl-main.108,,,,2021.naacl-main.108,done,"University of California, Los Angeles","# Disentangling Semantics and Syntax in Sentence Embeddings with Pre-trained Language Models

James Y. Huang and Kuan-Hao Huang and Kai-Wei Chang  
University of California, Los Angeles

{jyhuang, khhuang, kwchang}@cs.ucla.edu",false,,,,"[{""raw_affiliation_text"": ""University of California, Los Angeles"", ""institution"": ""University of California, Los Angeles"", ""country"": null}]"
2021.naacl-main.107,,,,2021.naacl-main.107,done,Allen Institute for AI | University of Pennsylvania | Amazon,"# Temporal Reasoning on Implicit Events from Distant Supervision

Ben Zhou $^{1,2}$ Kyle Richardson $^{1}$ Qiang Ning $^{3}$ Tushar Khot $^{1}$ Ashish Sabharwal $^{1}$ Dan Roth $^{2}$

*1 Allen Institute for AI

$^{2}$ University of Pennsylvania

3Amazon

{kyler,tushark,ashishs}@allenai.org

{xyzhou,danroth}@cis.upenn.edu qning@amazon.com",false,,,,"[{""raw_affiliation_text"": ""Allen Institute for AI"", ""institution"": ""Allen Institute for AI"", ""country"": null}, {""raw_affiliation_text"": ""University of Pennsylvania"", ""institution"": ""University of Pennsylvania"", ""country"": null}, {""raw_affiliation_text"": ""Amazon"", ""institution"": ""Amazon"", ""country"": null}]"
